     530          66.58419641         578.55416397       -4480.14877400       -3901.59461003
     540          64.58496728         561.18273950       -4462.99140251       -3901.80866301
     550          60.69239119         527.35990725       -4429.34491825       -3901.98501101
     560          60.37576986         524.60876509       -4426.77639169       -3902.16762660
     570          59.62512759         518.08638838       -4420.22217873       -3902.13579035
     580          56.62268726         491.99800033       -4394.14486126       -3902.14686093
     590          54.45871686         473.19512886       -4375.35660721       -3902.16147835
     600          56.55446482         491.40521139       -4393.61490809       -3902.20969670
     610          61.52344897         534.58101926       -4436.82027124       -3902.23925198
     620          63.45926051         551.40140431       -4453.70177589       -3902.30037158
     630          59.46264952         516.67460648       -4419.05396080       -3902.37935431
     640          54.27633377         471.61039101       -4373.83354472       -3902.22315371
     650          54.96918664         477.63063209       -4379.70574246       -3902.07511036
     660          58.09736402         504.81155712       -4406.84240181       -3902.03084468
     670          60.19447688         523.03349926       -4425.21548022       -3902.18198096
     680          61.52194541         534.56795468       -4436.58464091       -3902.01668622
     690          60.66117803         527.08869415       -4429.12062348       -3902.03192933
     700          58.49642022         508.27898086       -4410.43319534       -3902.15421448
     710          56.90866952         494.48291776       -4396.68041018       -3902.19749242
     720          57.30154843         497.89666664       -4400.09607005       -3902.19940341
     730          58.34705691         506.98115391       -4409.24682682       -3902.26567291
     740          57.75034818         501.79631522       -4404.07250371       -3902.27618849
     750          54.87826098         476.84057346       -4379.20257485       -3902.36200139
     760          52.52217289         456.36837964       -4358.50079238       -3902.13241274
     770          55.85631529         485.33894735       -4387.40341457       -3902.06446722
     780          59.35043617         515.69957781       -4417.83378321       -3902.13420541
     790          60.07100807         521.96067119       -4424.01966178       -3902.05899059
     800          58.91478868         511.91421009       -4414.13690822       -3902.22269812
     810          58.73359183         510.33977955       -4412.39607586       -3902.05629631
     820          60.41735261         524.97008013       -4426.98794967       -3902.01786953
     830          60.51743677         525.83971756       -4427.94396558       -3902.10424801
     840          57.31576411         498.02018759       -4400.02924915       -3902.00906156
     850          53.88920238         468.24658269       -4370.18209411       -3901.93551143
     860          53.72754135         466.84190005       -4368.90963670       -3902.06773664
     870          56.52690758         491.16576478       -4393.20093949       -3902.03517471
     880          58.38940040         507.34907909       -4409.42182431       -3902.07274522
     890          58.16698767         505.41652124       -4407.52064621       -3902.10412497
     900          57.72669244         501.59076905       -4403.46853413       -3901.87776508
     910          57.74326755         501.73479115       -4403.54208881       -3901.80729766
     920          56.44846903         490.48420746       -4392.46089736       -3901.97668990
     930          54.74663307         475.69685046       -4377.58995216       -3901.89310170
     940          53.42505845         464.21360763       -4366.01776068       -3901.80415305
     950          53.41825759         464.15451452       -4366.15606336       -3902.00154883
     960          54.86798357         476.75127239       -4378.80550350       -3902.05423111
     970          56.08285345         487.30735129       -4389.41969563       -3902.11234434
     980          56.46581412         490.63491999       -4392.83605285       -3902.20113286
     990          57.72988691         501.61852597       -4403.72887964       -3902.11035367
    1000          60.24508534         523.47323926       -4425.11992013       -3901.64668087
